,negativ,,,,hostile,,,,,,,,,,,,,,accuse#1
,negativ,,,,hostile,,,,,,,,,,,,,,accuse#2
,,,passive,,,,,,,,,,,,,,,,accustom#1
,,,passive,,,,,,,,,,,,,,,persist,accustom#2
,negativ,,passive,,,,,,,,,,,,pain,,,,ache
positiv,,active,,,,strong,,,,,,,,,,,,,achieve
positiv,,active,,,,,power,,,,,,,,,,,,achievement
positiv,,,,,,,,,,,,,,,,,,,acknowledgement
positiv,,,,,,,,,,,,,,,,,,,acquaint
positiv,,,,affil,,,,,,,,,,,,,,,acquaintance
,,active,,,,strong,,,,,,,,,,,,,acquire#1
,,active,,,,strong,,,,,,,,,,,,,acquire#2
,,active,,,,strong,,,,,,,,,,,,,acquisition
positiv,,,,,,,,,,,,,,,,,,,acquit
positiv,,,,,,,,,,,,,,,,,,,acquittal
,negativ,,,,hostile,,,,,,,,,,,,,,acrimonious
,negativ,,passive,,hostile,,,,,,,,,,,,,,acrimony
,,active,,,,strong,,,,,,,,,,,,,act#1
,,active,,,,strong,,,,,,,,,,,,,act#2
,,active,,,,strong,,,,,,,,,,,,,act#3
,,active,,,hostile,,,,,,,,,,,,,,act#4
,,active,,,,strong,,,,,,,,,,,,,action
,,active,,,,strong,,,,,,,,,,,,,active#1
,,active,,,,,,,,,,,,,,,,,active#2
,,active,,,,,,,,,,,,,,,,,activity
,,active,,,,,,,,,,,,,,,,,actor
positiv,,,,,,,,,,,,,,,,,,,actual#1
positiv,,,,,,,,,,,,,,,,,,,actual#2
positiv,,,,,,,,,,,,,,,,,,,actuality
positiv,,,,,,strong,,,,,,,,,,,,,adamant
,,active,,,,strong,,,,,,,,,,,,,adapt
positiv,,,,,,strong,,,,,,,,,,,,,adaptability
positiv,,,,,,strong,,,,,,,,,,,,,adaptable
positiv,,,,,,strong,,,,,,,,,,,,,adaptation
positiv,,,,,,strong,,,,,,,,,,,,,adaptive
,,,,,,strong,,,,,,,,,,,,,add#1
,negativ,,,,,,,weak,,,,,,,,,need,,addict
,negativ,,,,,,,weak,,,,,,,,,need,,addiction
,,,,,,strong,,,,,,,,,,,,,addition#2
,,,,,,strong,,,,,,,,,,,,,additional
,,active,,,,,,,,,,,,,,,,,address#1
,,active,,,,,,,,,,,,,,,,,address#2
,,active,,,,,,,,,,,,,,,,,address#3
positiv,,,,,,strong,,,,,,,,,,,,,adept
positiv,,,,,,strong,,,,,,,,,,,,,adeptness
positiv,,,,,,,,,,,,,,,,,,,adequate
,,,passive,,,,,,,,,,,,,,,,adhere
positiv,,,,affil,,,,,,,,,,,,,,,adherence
positiv,,,,affil,,,,,,,,,,,,,,,adherent
positiv,,,,,,,,,,,,,,,,,,,adhesion
positiv,,,,,,,,,,,,,,,,,,,adhesive
,,,passive,,,,,,,,,,,,,,,,adjournment
,,,,,,,power,,,,,,,,,,,,adjudication
positiv,,,,,,,,,,,,,,,,,,,adjunct
,,,,,,strong,,,,,,,,,,,,,adjust#1
positiv,,,,,,,,,submit,,,,,,,,,,adjust#2
positiv,,,,,,,,,,,,,,,,,,,adjustable
positiv,,,passive,,,,,,,,,,,,,,,,adjustment
,,active,,,,strong,power,,,,,,,,,,,,administer
,,,,,,strong,power,,,,,,,,,,,,administration#1
,,active,,,,strong,power,,,,,,,,,,,,administration#2
,,active,,,,strong,power,,,,,,,,,,,,administrative
,,,,,,strong,power,,,,,,,,,,,,administrator
positiv,,,,,,,,,,,,,,,,,,,admirable
positiv,,,,,,strong,,,,,,,,pleasur,,,,,admiration
positiv,,,passive,affil,,,,,submit,,,,,pleasur,,,,,admire
positiv,,,,,,strong,,,,,,,,,,,,,admirer
,,,passive,,,,,,submit,,,,,,,,,,admissible
,,,passive,,,,,,submit,,,,,,,,,,admission
positiv,,,passive,,,,,weak,submit,,,,,,,,,,admit#1
positiv,,,passive,,,,power,,,,,,,,,,,,admit#2
positiv,,,passive,,,,,weak,submit,,,,,,,,,,admit#3
positiv,,active,,,,,,,,,,,,,,,,,admittance
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,admonish
,negativ,active,,,,,,,,,,,,,,,,,admonition
,,,passive,affil,,,,,,,,,,,,,,,adopt#1
,,active,,affil,,,,,,,,,,,,,,,adopt#2
positiv,,,,,,,,,,,,,,,,,,,adorable
positiv,,active,,,,,,,,,,,,pleasur,,,,,adore
positiv,,active,,,,strong,,,,,,,,,,,,,adorn
positiv,,,,,,,,,,,,,,,,,,,adornment
positiv,,,,,,strong,,,,,,,,,,,,,adroit
positiv,,,,,,strong,,,,,,,,,,,,,adroitly
positiv,,,,,,strong,,,,,,,,pleasur,,,,,adulation
,,,,,,strong,,,,,,,,,,,,,adult#1
positiv,,,,,,strong,,,,,,,,,,,,,adult#2
,negativ,,,,,,,,,,,,,,,,,,adulterate
,negativ,,,,,,,,,,,,,,,,,,adulteration
,negativ,,,,,,,,,,,,,,,,,,adultery
positiv,,active,,,,strong,,,,,,,,,,,,,advance#1
positiv,,active,,,,strong,,,,,,,,,,,,,advance#2
positiv,,,passive,,,,,,,,,,,,,,,,advance#3
positiv,,,,,,,,,,,,,,,,,,,advancement
positiv,,,,,,strong,,,,,,,,,,,,,advantage
positiv,,,,,,strong,,,,,,,,,,,,,advantageous
positiv,,,,,,,,,,,,,,,,,,,advent
,,active,,,,,,,,,,,,,,,,,adventure
positiv,,active,,,,strong,,,,,,,,,,,,,adventuresome
positiv,,active,,,,strong,,,,,,,,,,,,,adventurous
,negativ,,,,hostile,,,,,,,,,,,,,,adversary
,negativ,,,,,,,,,,,,,,,,,,adverse
,negativ,,,,,,,,,,,,,,,,,,adversity
,,,,affil,,,,,,,,,,,,,,,advice
positiv,,,,,,,,,,,,,,,,,,,advisable
,,,,affil,,,,,,,,,,,,,,,advise
,,,,,,,power,,,,,,,,,,,,adviser
,,,,,,,power,,,,,,,,,,,,advisor
positiv,,,,affil,,,,,,,,,,,,,,,advocacy
,,active,,,,strong,,,,,,,,,,,,,advocate#1
,,active,,,,strong,power,,,,,,,,,,,,advocate#2
positiv,,,,,,,,,,,,,,,,,,,affability
positiv,,,,,,,,,,,,,,,,,,,affable
,,active,,,,,,,,,,,,,,,,,affair#1
,,,,affil,,,,,,,,,,,,,,,affair#2
,,active,,,,,,,,,,,,,,,,,affect
,negativ,,,,,,,,,,,,,,,,,,affectation
positiv,,,,affil,,,,,,,,,,,,,,,affection
positiv,,,,affil,,,,,,,,,,,,,,,affectionate
positiv,,active,,affil,,,,,,,,,,,,,,,affiliate
positiv,,,,affil,,,,,,,,,,,,,,,affiliation
positiv,,,,,,strong,,,,,,,,,,,,,affinity
positiv,,,,,,strong,power,,,,,,,,,,,,affirm
positiv,,,,,,,,,,,,,,,,,,,affirmation
positiv,,,,,,,,,,,,,,,,,,,affirmative
positiv,,active,,affil,,,,,,,,,,,,,,,affix
,negativ,active,,,hostile,strong,,,,,,,,,,,,,afflict
,negativ,,passive,,,,,weak,,,,,,,,,,,affliction
positiv,,,,,,,,,,,,,,,,,,,affluence
positiv,,,,,,,,,,,,,,,,,,,affluent
,,,,,,strong,,,,,,,,,,,,,afford#1
,,,,,,strong,power,,,,,,,,,,,,afford#2
positiv,,,,,,strong,,,,,,,,,,,,,afloat
,,,passive,,,,,,submit,,,,,,pain,,,,afraid#1
,negativ,,,,,,,weak,,,,negate,,,,,,,afraid#2
,negativ,,,,,,,,,,,,,,,,,,against
,,,,,,,power,,,,,,,,,,,,agency
,negativ,active,,,hostile,strong,,,,,,,,,,,,,aggravate
,negativ,active,,,hostile,strong,,,,,,,,,,,,,aggravation
positiv,,,,,,,,,,,,,,,,,,,aggregate
positiv,,,,,,,,,,,,,,,,,,,aggregation
,negativ,active,,,hostile,strong,,,,,,,,,,,,,aggression
,negativ,active,,,hostile,strong,,,,,,,,,,,,,aggressive
,negativ,active,,,hostile,strong,,,,,,,,,,,,,aggressiveness
,negativ,,,,hostile,,,,,,,,,,,,,,aggressor
,negativ,active,,,hostile,,,,,,,,,,,,,,aggrieve
,negativ,,,,,,,,,,,,,,,,,,aghast
positiv,,,,,,strong,,,,,,,,,,,,,agile
positiv,,,,,,strong,,,,,,,,,,,,,agility
,negativ,active,,,,strong,,,,,,,,,,,,,agitate
,negativ,active,,,,strong,,,,,,,,,,,,,agitation
,negativ,,,,hostile,,,,,,,,,,,,,,agitator
,negativ,,passive,,,,,,,,,,,,pain,,,,agonize
,negativ,,,,,,,,,,,,,,pain,,,,agony
,,,,affil,,,,,,yes,,,,,,,,,agree#1
,,,passive,affil,,,,,,,,,,,,,,,agree#2
positiv,,,,,,,,,,,,,,,,,,,agreeable
positiv,,,,affil,,strong,,,,,,,,,,,,,agreement
positiv,,active,,affil,,strong,,,,,,,,,,,,,aid#1
positiv,,active,,affil,,,,,,,,,,,,,,,aid#2
,negativ,,passive,,,,,,,,,,,,pain,,,,ail
,negativ,,,,,,,,,,,,,,pain,,,,ailment
,,active,,,,,,,,,,,,,,,,,aim#1
,,active,,,,,,,,,,,,,,,,,aim#2
,negativ,,passive,,,,,,submit,,,,,,,,,,aimless
,,,,,,,,,,,,negate,,,,,,,ain't
,,,,,,strong,,,,,,,,,,,,,air#4
,,active,,,,,,,,,,,,,,,,,alarm#1
,negativ,active,,,,,,,,,,,,,,,,,alarm#2
,negativ,,,,,,,,,,,,,,,,,,alarming
,negativ,,,,,,,,,,,,intrj,,,,,,alas
,,active,,,,strong,,,,,,,,,,,,,alert
positiv,,,,,,,,,,,,,,,,,,,alertness
,negativ,,passive,,,,,weak,submit,,,,,,,,,,alibi
,negativ,,,,,,,,,,,,,,,,,,alien
,negativ,,,affil,hostile,,,,,,,,,,,,,,alienate
,negativ,,,,,,,,,,,,,,,,,,alienation
positiv,,,,,,,,,,,,,,,,,,,alight
positiv,,active,,,,strong,,,,,,,,,,,,,alive
,negativ,,,,hostile,,,,,,,,,,,,,,allegation
,negativ,,,,,,,weak,,,,,,,,,,,allege
positiv,,,,affil,,,,,,,,,,,,,,,allegiance
positiv,,active,,affil,,,,,,,,,,,,,,,alleviate
positiv,,,,,,strong,power,,,,,,,,,,,,alliance
positiv,,,,affil,,strong,,,,,,,,,,,,,allied
positiv,,,,affil,,,,,,,,,,,,,,,allies
,,,,,,,power,,,,,,,,,,,,allot
positiv,,,passive,,,,power,,,,,,,,,,,,allow#1
positiv,,,,,,,,,,,,,,,,,,,allowable
positiv,,,,,,,,,,,,,,,,,,,allowance
positiv,,,,,,,,,,,,,,,,,,,allure
positiv,,,,affil,,strong,,,,,,,,,,,,,ally#1
,,,,affil,,,,,,,,,,,,,,,ally#2
positiv,,,,,,strong,power,,,,,,,,,,,,almighty
,,,,,,,,weak,,,,,,,,,,,alone#1
,,,,affil,,,,,,,,,,,,,,,along#2
,,,,affil,,,,,,,,,,,,,,,along#3
,negativ,,passive,,,,,,,,,,,,,feel,,,aloof
,,,,,,,,,,yes,,,intrj,,,,,,alright
,,active,,,,strong,,,,,,,,,,,,,alter
,negativ,,,,hostile,,,,,,,,,,,,,,altercation
,,active,,,,,,,,,,,,,,,,,alternate#2
positiv,,,,affil,,,,,,,,,,,,,,,altruistic
,,,,,,,,,,,,,,,,,,persist,always
,,,,,,,,weak,,,,,,,,,,,amateur
positiv,,,,,,strong,power,,,,,,,,,,,,amazement
positiv,,,,,,strong,power,,,,,,,,,,,,amazing
,,,,,,,power,,,,,,,,,,,,ambassador
,negativ,,,,,,,,,,,,,,,,,,ambiguity
,negativ,,,,,,,,,,,,,,,,,,ambiguous
,,,,,,strong,power,,,,,,,,,,,,ambition
,,active,,,,strong,power,,,,,,,,,,,,ambitious
,negativ,,,,,,,weak,,,,,,,pain,,,,ambivalent
,negativ,active,,,hostile,strong,,,,,,,,,,,,,ambush#1
,negativ,active,,,hostile,strong,,,,,,,,,,,,,ambush#2
positiv,,active,,affil,,,,,,,,,,,,,,,ameliorate
,,,,,,,,,,yes,,,intrj,,,,,,amen
positiv,,,,affil,,,,,,,,,,,,,,,amenable
,,active,,,,,,,,,,,,,,,,,amend#2
positiv,,,,,,,,,,,,,,,,,,,amenity
positiv,,,,affil,,,,,,,,,,,,,,,amiability
positiv,,,,affil,,,,,,,,,,,,,,,amiable
positiv,,,,affil,,,,,,,,,,,,,,,amicable
,negativ,,,,,,,,,,,,,,,,,,amiss
positiv,,,,,,,power,,,,,,,,,,,,amnesty
positiv,,,,,,,,,,,,,,pleasur,,,,,amour
positiv,,,,,,strong,,,,,,,,,,,,,ample
positiv,,active,,,,strong,,,,,,,,,,,,,amplify
positiv,,,,,,strong,,,,,,,,,,,,,amply
,negativ,active,,,,,,,,,,,,,,,,,amputate
positiv,,active,,,,,,,,,,,,pleasur,,,,,amuse
positiv,,,,,,,,,,,,,,pleasur,,,,,amusement
,,active,,,,,,,,,,,,,,,,,analysis
,,active,,,,,,,,,,,,,,,,,analytic
,,active,,,,,,,,,,,,,,,,,analytical
,,active,,,,,,,,,,,,,,,,,analyze
,negativ,,,,hostile,,,,,,,,,,,,,,anarchist
,negativ,,,,hostile,,,,,,,,,,,,,,anarchy
,,,,,,strong,,,,,,,,,,,,,anchor#2
,,,,,,,,weak,,,,,,,,,,,ancient
positiv,,,,affil,,,,,,,,,,,,,,,angel
positiv,,,,affil,,,,,,,,,,,,,,,angelic
,negativ,active,,,hostile,,,,,,,,,,,,,,anger#1
,negativ,,,,hostile,,,,,,,,,,,,,,anger#2
,negativ,active,,,hostile,,,,,,,,,,,,,,angry
,negativ,,passive,,hostile,,,,,,,,,,pain,,,,anguish
,,active,,,,,,,,,,,,,,,,,animation
,negativ,,,,hostile,,,,,,,,,,,,,,animosity
,negativ,active,,,hostile,,,,,,,,,,,,,,annihilate
,negativ,,,,hostile,,,,,,,,,,,,,,annihilation
,negativ,active,,,hostile,,,,,,,,,,,,,,annoy
,negativ,,,,hostile,,,,,,,,,,,,,,annoyance
positiv,,active,,affil,,,,,,,,,,,,,,,anoint
,negativ,,,,,,,,,,,,,,,,,,anomalous
,negativ,,,,,,,,,,,,,,,,,,anomaly
,,active,,,,,,,,,,,,,,,,,answer#1
,,active,,,,,,,,,,,,,,,,,answer#2
,negativ,active,,,hostile,strong,,,,,,,,,,,,,antagonism
,negativ,,,,hostile,,,,,,,,,,,,,,antagonist
,negativ,active,,,hostile,strong,,,,,,,,,,,,,antagonistic
,negativ,active,,,hostile,strong,,,,,,,,,,,,,antagonize
,negativ,,,,,,,,,,,,,,,,,,anti-social
,,,passive,,,,,,,,,,,,,,,,anticipate
,,,passive,,,,,,,,,,,,,,,,anticipation
,negativ,,,,,,,,,,,,,,,feel,,,antipathy
,negativ,,,,,,,weak,,,,,,,,,,,antiquated
,negativ,,,affil,,,,,,,,,,,,,,,antitrust
,negativ,,passive,,,,,weak,,,,,,,pain,,,,anxiety
,negativ,,passive,,,,,weak,,,,,,,pain,,,,anxious#2
,negativ,,passive,,,,,weak,,,,,,,pain,,,,anxious#3
,negativ,,passive,,,,,weak,,,,,,,pain,,,,anxiousness
,,,,,,,,weak,,,,,,,,,,,apart#1
,negativ,,passive,,,,,weak,,,,,,,,feel,,,apathetic
,negativ,,passive,,,,,weak,,,,,,,,feel,,,apathy
positiv,,,,,,,,,,,,,,pleasur,,,,,apocalypse
,,,,,,,,weak,submit,,,,,,pain,,,,apologetic
,,,,,,,,weak,submit,,,,,,,,,,apologize
,,,,affil,,,,weak,submit,,,,,,,,,,apology
,negativ,,,,,,,,,,,,,,,,,,appall#1
,negativ,,,,,,,,,,,,,,,,,,appall#2
,,,passive,affil,,,,,submit,,,,,,,,,,appeal#1
,,,passive,affil,,,,,submit,,,,,,,,,,appeal#2
positiv,,,passive,affil,,,,,,,,,,pleasur,,,,,appeal#3
,,,passive,,,,,,,,,,,,,,,,appear#1
,,,passive,,,,,,,,,,,,,,,,appear#2
,,,passive,,,,,,,,,,,,,,,,appearance
positiv,,active,,,,,,,submit,,,,,,,,,,appease
positiv,,active,,,,,,,,,,,,,,,,,append
positiv,,active,,,,,,,,,,,,,,,,,applaud
positiv,,,,,,,,,,,,,,,,,,,applause
,,,,,,,,,submit,,,,,,,,,,applicant
,,,,,,,,,submit,,,,,,,,,,application
,,active,,,,,,,,,,,,,,,,,apply#1
,,active,,,,,,,submit,,,,,,,,,,apply#2
,,active,,,,,,,,,,,,,,,,,apply#3
positiv,,active,,,,,,,,,,,,,,,,,appoint#1
positiv,,active,,,,,power,,,,,,,,,,,,appoint#2
,,active,,,,,,,,,,,,,,,,,appointment
,,,,,,,power,,,,,,,,,,,,appraisal
positiv,,,,,,strong,,,,,,,,,,,,,appreciable
positiv,,,passive,affil,,,,,submit,,,,,,,,,,appreciate
positiv,,,passive,affil,,,,,,,,,,pleasur,,,,,appreciation
positiv,,,,,,,,,,,,,,pleasur,,,,,appreciative
positiv,,active,,,,,,,,,,,,,,,,,apprehend
,negativ,active,,,,strong,,,,,,,,,pain,,,,apprehension
,negativ,,passive,,,,,weak,,,,,,,pain,,,,apprehensive
positiv,,active,,,,,,,,,,,,,,,,,approach#1
positiv,,active,passive,,,,,,,,,,,,,,,,approach#2
positiv,,,,,,,,,,,,,,,,,,,appropriate#1
,,,,,,strong,power,,,,,,,,,,,,appropriate#2
,,,,,,,power,,,,,,,,,,,,appropriation
positiv,,,,affil,,,,,,,,,,,,,,,approval
positiv,,,,affil,,,,,,,,,,,,,,,approve#1
positiv,,,,affil,,strong,,,,,,,,,,,,,approve#2
positiv,,,,,,strong,,,,,,,,,,,,,apt
positiv,,,,,,strong,,,,,,,,,,,,,aptitude
positiv,,,,affil,,,,,,,,,,,,,,,arbiter
,negativ,,,,,,,,,,,,,,,,,,arbitrary
positiv,,active,,affil,,,,,,,,,,,,,,,arbitrate
positiv,,,,affil,,,,,,,,,,,,,,,arbitration
positiv,,,,affil,,strong,power,,,,,,,,,,,,ardent
,negativ,,,,,,,,,,,,,,,,,,arduous
,negativ,active,,,hostile,,,,,,,,,,,,,,argue#1
,,active,,,,,,,,,,,,,,,,,argue#2
,negativ,active,,,hostile,,,,,,,,,,,,,,argument#1
,,active,,,,,,,,,,,,,,,,,argument#2
,,active,,,,strong,,,,,,,,,,,,,arise
positiv,,,,,,,,,,,,,,,,,,,arisen
positiv,,,,,,,power,,,,,,,,,,,,aristocracy
positiv,,,,,,,power,,,,,,,,,,,,aristocrat
positiv,,,,,,,power,,,,,,,,,,,,aristocratic
,,,,,hostile,strong,power,,,,,,,,,,,,arm#2
,,active,,,,strong,power,,,,,,,,,,,,arm#3
,,,,,hostile,strong,power,,,,,,,,,,,,armed#1
,,active,,,hostile,strong,power,,,,,,,,,,,,armed#2
,,,,affil,,,,,,,,,,,,,,,armistice
,,,,,,strong,power,,,,,,,,,,,,army
,,active,,,,strong,,,,,,,,,,,,,arose
,,active,,,,,power,,,,,,,,,,,,arrange#1
,,active,,,,,,,,,,,,,,,,,arrangement
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,arrest#1
,negativ,active,,,hostile,strong,,,,,,,,,,,,,arrest#2
positiv,,,,,,,,,,,,,,,,,,,arrest#3
,,active,,,,,,,,,,,,,,,,,arrival
,,active,,,,,,,,,,,,,,,,,arrive
,negativ,,,,,,power,,,,,,,,,,,,arrogance
,negativ,,,,,strong,,,,,,,,,,,,,arrogant
,,,,,hostile,,,,,,,,,,,,,,arrow
positiv,,,,,,,,,,,,,,,,,,,art#1
positiv,,,,,,,,,,,,,,,,,,,art#4
,,active,,,,strong,,,,,,,,,,,,,articulate#2
,negativ,,,,,,,,,,,,,,,,,,artificial
,,active,,,,strong,,,,,,,,,,,,,ascend
,,active,,,,strong,,,,,,,,,,,,,ascent
,,active,,,,,,,,,,,,,,,,,ascertain
,,active,,,,,,,,,,,,,,,,,ascertainment
positiv,,active,,affil,,,,,,,,,,,,,,,ascribe
,negativ,,passive,,,,,weak,,,,,,,pain,,,,ashamed
,,active,,,,,,,,,,,,,,,,,ask#1
,,active,,,,,,,submit,,,,,,,,,,ask#2
,,,passive,,,,,weak,,,,,,,,,,,asleep
positiv,,,,,,,,,,,,,,,,,,,aspiration
positiv,,active,,,,,,,,,,,,,,,,,aspire
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assail
,negativ,,,,hostile,,,,,,,,,,,,,,assailant
,negativ,,,,hostile,,,,,,,,,,,,,,assassin
,negativ,active,,,hostile,,,,,,,,,,,,,,assassinate
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault#1
,negativ,active,,,hostile,strong,,,,,,,,,,,,,assault#2
,,active,,,,,,,,,,,,,,,,,assemble
positiv,,,,affil,,,,,,,,,,,,,,,assent
,,active,,,,strong,power,,,,,,,,,,,,assert
positiv,,,,,,strong,,,,,,,,,,,,,assertion
,,,,,,,power,,,,,,,,,,,,assessor
positiv,,,,affil,,strong,,,,,,,,,,,,,asset
,,active,,,,,,,,,,,,,,,,,assign#1
,,active,,,,,power,,,,,,,,,,,,assign#2
,,active,,,,,,,,,,,,,,,,,assignment
,,,passive,,,,,,,,,,,,,,,,assimilate
positiv,,active,,affil,,strong,,,,,,,,,,,,,assist#1
positiv,,active,,affil,,strong,,,,,,,,,,,,,assist#2
positiv,,active,,affil,,strong,,,,,,,,,,,,,assistance
positiv,,active,,,,,,,submit,,,,,,,,,,assistant
positiv,,active,,,,,,,,,,,,,,,,,associate#1
positiv,,active,,,,,,,,,,,,,,,,,associate#2
positiv,,,passive,,,,,,,,,,,,,,,,associate#3
positiv,,active,,affil,,strong,,,,,,,,,,,,,association#1
positiv,,,,,,strong,,,,,,,,,,,,,association#2
,,,,,,,power,,,,,,,,,,,,assume#1
,,,passive,,,,,,,,,,,,,,,,assume#2
,,,passive,,,,,,,,,,,,,,,,assumption
positiv,,,,affil,,strong,,,,,,,,,,,,,assurance
positiv,,,,,,strong,,,,,,,,,,,,,assure#1
positiv,,,,,,strong,power,,,,,,,,,,,,assure#2
positiv,,,,,,strong,power,,,,,,,pleasur,,,,,assure#3
positiv,,,,,,strong,power,,,,,,,,,,,,assuredly
positiv,,active,,,,strong,power,,,,,,,,,,,,astound
,negativ,,passive,,,,,weak,,,,,,,,,,,astray
positiv,,,,,,,,,,,,,,,,,,,astute
,negativ,,passive,,,,,weak,,,,,,,,,,,asunder
,,active,,,,,,,,,,,,,,,,,ate
positiv,,,,,,strong,,,,,,,,,,,,,athletic
,,,,,,strong,,,,,,,,,,,,,atomic
,negativ,,,,,,,,,,,,,,,,,,atrocious
,negativ,,passive,,,,,weak,,,,,,,,,,,atrophy
,,active,,,,,,,,,,,,,,,,,attach
positiv,,,,affil,,,,,,,,,,pleasur,,,,,attachment
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack#1
,negativ,active,,,hostile,strong,,,,,,,,,,,,,attack#2
,negativ,,,,hostile,,,,,,,,,,,,,,attack#3
,,,,,hostile,,,,,,,,,,,,,,attacker
positiv,,active,,,,strong,,,,,,,,,,,,,attain
positiv,,active,,,,strong,,,,,,,,,,,,,attainment
,,active,,,,,,,,,,,,,,,,,attempt#1
,,active,,,,,,,,,,,,,,,,,attempt#2
positiv,,,,,,,,,submit,,,,,,,,,,attend#1
,,active,,,,,,,,,,,,,,,,,attend#2
positiv,,active,,,,,,,,,,,,,,,,,attendance
,,active,,,,,,,submit,,,,,,,,,,attendant
,,,passive,,,,,,submit,,,,,,,,,,attention
positiv,,,passive,,,,,,submit,,,,,,,,,,attentive
,,,passive,,,,,,submit,,,,,,,,,,attest
,,,,,,,power,,,,,,,,,,,,attorney
positiv,,,,affil,,strong,,,,,,,,,,,,,attract
positiv,,,,affil,,strong,,,,,,,,pleasur,,,,,attraction
positiv,,,,,,,,,,,,,,,,,,,attractive
positiv,,,,,,,,,,,,,,,,,,,attractiveness
positiv,,,,,,,,,,,,,,,,,,,attune
,negativ,,,,,strong,,,,,,,,,,,,,audacious
,negativ,,,,,strong,,,,,,,,,,,,,audacity
positiv,,,,,,strong,,,,,,,,,,,,,audible
